From,To,Strength
944984783783911424,944984783783911424,1
947554677192871939,156945116,1
94780119,1390629215901528066,1
94837280,2359263472,1
948465814734241792,1440675123866963972,1
948943344,17152053,1
950804175214071808,247222032,1
951051508321345536,811903454469910528,1
951175648634200064,1430857532965363712,1
951917551034003456,951917551034003456,1
951931635422949378,1236956708708253696,1
952872040842891265,28804762,1
954989529760456704,1428289621000085505,1
955944365893005313,948610765,1
95714876,95714876,1
95714876,985787816956264450,1
957686254145073152,136208168,1
959434624085700608,213163396,1
96010462,3292982985,1
960479672017539072,246009917,3
960479672017539072,31098409,1
960925132054319105,1464054907120627720,1
965518429842178048,1466743041469865984,1
968718444,1949194382,1
969543394900041728,1277939247656439808,1
969653925237411840,574373659,1
972015755398139905,119912193,1
973577651167297536,300406953,1
974204055592595456,1323199933617475585,1
975332312031297536,1714980492,1
975978982716813312,149441850,1
976090796792385537,1160915273337253890,1
976883905344299008,1178952672440934400,1
977889557244010498,572962260,1
980516212059856901,980516212059856901,1
981157218,1212360344363921409,1
981257255634038787,2250114852,1
982128373,1035543057545015296,1
982128373,982128373,1
982622527628414976,26458162,1
982654010732802048,733927488066293761,1
982665878432026624,21030699,1
982886683682201600,988952070,1
983420795778105345,19802110,1
983420795778105345,3617349203,1
983420795778105345,787119942,1
983502019,1949194382,1
984057769786568704,1133248139262070785,1
984590668306804737,26203977,1
985236071054225408,1373293126916395008,1
987270518578479105,1103239140651515905,1
987296880894803968,14512645,1
987933096690507776,906989142453706755,1
9880632,22470711,1
988339394015907841,1136621331913543682,1
988463381471481857,1358367490120818692,1
98846762,40919888,1
989058160840278016,2748626978,1
990912217,330976924,1
992064586923855872,2834511,1
993855427359268864,1220423012081721350,1
994217535238295553,1303783097637449728,1
995386819209461762,1223976875959234572,1
99779252,21751985,1
999319921631858693,114508061,1
99959552,122460863,1
